# x	y	u	g	r	i	z
0	0	0.0104	-0.0316	0.0212	-0.0043	-0.0691
1	0	0.1340	-0.0128	-0.0152	0.0222	0.0547
2	0	0.0485	0.0023	0.0264	0.0156	-0.0278
3	0	0.0294	0.0173	-0.0152	0.0089	0.0547
4	0	0.0674	-0.0166	-0.0100	-0.0110	0.4258
5	0	0.0579	0.0173	0.0056	0.0289	-0.1929
6	0	0.0769	0.0173	0.0056	0.0355	-0.2754
7	0	0.0199	0.0323	-0.0256	0.0355	-0.4399
8	0	0.0389	-0.0203	-0.0308	-0.0641	0.0958
9	0	0.0104	-0.0203	-0.0308	-0.0508	0.0547
10	0	-0.0562	0.0323	0.0108	-0.0110	-0.0690
11	0	-0.0086	0.0098	0.0419	0.0023	0.0134
12	0	-0.0181	0.0060	0.0108	-0.0176	0.0958
13	0	-0.0752	-0.0128	-0.0048	0.0687	0.0958
14	0	0.0294	-0.0128	-0.0152	-0.0176	0.0546
15	0	0.0294	-0.0128	0.0471	0.0023	-0.2336
16	0	0.0484	-0.0165	0.0212	0.0156	0.0135
17	0	-0.0276	-0.0015	-0.0100	-0.0043	-0.1101
18	0	0.0009	0.0361	0.0004	-0.0242	-0.0688
19	0	-0.0562	-0.0015	-0.0048	-0.0043	-0.0277
20	0	-0.0276	-0.0053	0.0004	0.0222	0.1782
21	0	-0.0561	-0.0278	-0.0411	0.0488	-0.1511
22	0	-0.0371	-0.0090	-0.0566	-0.0242	0.0546
23	0	0.0009	-0.0090	0.0004	-0.0641	0.1780
24	0	0.0579	-0.0015	-0.0099	-0.0375	-0.0277
25	0	0.0389	-0.0090	-0.0151	-0.0309	0.0135
26	0	0.0104	0.0286	0.0004	0.0222	-0.1100
27	0	0.0579	-0.0052	-0.0048	-0.0309	0.3428
28	0	0.0009	-0.0240	-0.0359	0.0687	0.1780
29	0	-0.0657	-0.0015	-0.0099	-0.0043	0.3428
30	0	-0.0181	-0.0052	-0.0151	0.0488	-0.1511
31	0	0.0104	0.0173	-0.0151	-0.0109	-0.1511
32	0	-0.0846	0.0098	0.0056	0.0488	0.0957
33	0	0.0199	-0.0203	0.0108	-0.0242	0.3013
34	0	-0.0086	-0.0203	0.0160	0.0355	0.0546
35	0	-0.0276	0.0023	-0.0047	0.0422	-0.0276
36	0	-0.0371	0.0173	0.0367	-0.0043	0.0135
37	0	-0.0276	-0.0240	-0.0203	0.0023	-0.2332
38	0	-0.0086	0.0060	0.0004	0.0819	-0.1921
39	0	-0.0086	0.0135	-0.0307	-0.0308	-0.0687
40	0	-0.0941	0.0098	0.0108	0.0090	0.0135
41	0	-0.0561	0.0060	0.0834	0.0753	0.2603
42	0	-0.1227	-0.0127	-0.0099	-0.0507	0.2190
