4.100000000000000000e+01	0.000000000000000000e+00	-5.685316137716072554e-02	6.117956708618302840e-03	8.185196416177988044e-02	7.416522313678075573e-02	2.563106013533750227e-01
6.800000000000000000e+01	0.000000000000000000e+00	-5.685316137716072554e-02	-8.889062334350448027e-03	6.110001103677987350e-02	-2.529156397259424427e-02	-1.545780705216249773e-01
9.300000000000000000e+01	0.000000000000000000e+00	1.925767846658927099e-02	-2.391896956091294629e-02	6.110001103677987350e-02	-1.866924951946924427e-02	5.074419510337500883e-02
1.420000000000000000e+02	1.000000000000000000e+00	-3.781019262716072554e-02	-1.444680620483260094e-03	6.122208134927987350e-02	-2.538311670696924427e-02	1.332637263533750227e-01
1.700000000000000000e+02	1.000000000000000000e+00	9.751452880651772723e-03	-4.287038557653794629e-02	6.647110478677988044e-02	-4.534161280071924427e-02	-2.373417423966249773e-01
6.500000000000000000e+01	2.000000000000000000e+00	2.871812768533927099e-02	2.364294599243302406e-03	6.110001103677987350e-02	-1.203167627728174600e-02	-1.135624455216249912e-01
1.010000000000000000e+02	2.000000000000000000e+00	-1.879774145528572901e-02	-8.919579912475448027e-03	7.159805791177988044e-02	-1.204693506634424600e-02	-7.242475020912499117e-02
1.310000000000000000e+02	2.000000000000000000e+00	-7.583509497091073248e-02	-2.398000471716294629e-02	6.122208134927987350e-02	2.768695165240575573e-02	5.086626541587500883e-02
1.350000000000000000e+02	2.000000000000000000e+00	-5.685316137716072554e-02	1.360239274377455197e-02	6.634903447427988044e-02	1.442706395709325400e-02	-1.548222111466249773e-01
2.330000000000000000e+02	2.000000000000000000e+00	-4.720960668966072554e-02	9.741919110962051973e-03	6.110001103677987350e-02	-1.233685205853174600e-02	-1.138065861466249912e-01
1.810000000000000000e+02	3.000000000000000000e+00	5.728258081033927446e-02	-9.011132646850448027e-03	6.634903447427988044e-02	1.071242075117807557e-01	1.742793513533750227e-01
2.380000000000000000e+02	3.000000000000000000e+00	-1.873670629903572901e-02	-1.541955400756697594e-03	6.634903447427988044e-02	3.406512548053075573e-02	1.742793513533750227e-01
4.200000000000000000e+01	4.000000000000000000e+00	3.817857690408927446e-02	1.737131364221205371e-02	6.634903447427988044e-02	1.447284032428075400e-02	5.074419510337500883e-02
8.800000000000000000e+01	4.000000000000000000e+00	6.674303002908926752e-02	-8.904321123412948027e-03	8.185196416177988044e-02	-1.203167627728174600e-02	-7.242475020912499117e-02
1.130000000000000000e+02	4.000000000000000000e+00	-2.828870825216072901e-02	3.238596207971205371e-02	6.634903447427988044e-02	4.761493016803075573e-02	3.798457576033750227e-01
1.290000000000000000e+02	4.000000000000000000e+00	1.925767846658927099e-02	2.112497575158705371e-02	7.159805791177988044e-02	-3.856671045696924427e-02	-4.018925236466249773e-01
2.370000000000000000e+02	4.000000000000000000e+00	1.922716088846427099e-02	5.972998212524552840e-03	7.672501103677988044e-02	9.268503340463789958e-04	2.152949763533750227e-01
2.800000000000000000e+01	5.000000000000000000e+00	1.332713503415892675e-01	2.112497575158705371e-02	8.185196416177988044e-02	3.437030126178075573e-02	9.667534947125008826e-03
1.330000000000000000e+02	5.000000000000000000e+00	-3.781019262716072554e-02	3.238596207971205371e-02	6.122208134927987350e-02	-3.862774561321924427e-02	-2.783573673966249773e-01
1.440000000000000000e+02	5.000000000000000000e+00	-5.679212622091072554e-02	-1.650319807653794629e-02	7.684708134927988044e-02	8.075702001178075573e-02	-2.370976017716249773e-01
1.750000000000000000e+02	5.000000000000000000e+00	2.874864526346427099e-02	1.355661637658705197e-02	6.122208134927987350e-02	-2.544415186321924427e-02	-1.548222111466249773e-01
2.380000000000000000e+02	5.000000000000000000e+00	4.770006127908927446e-02	-5.303246904662947160e-03	7.147598759927988044e-02	7.560608878968253996e-03	-7.254682052162499117e-02
2.400000000000000000e+02	6.000000000000000000e+00	2.868761010721427099e-02	9.726660321899551973e-03	7.147598759927988044e-02	2.747332860553075573e-02	1.332637263533750227e-01
2.450000000000000000e+02	6.000000000000000000e+00	2.868761010721427099e-02	-1.282582991247544803e-02	6.634903447427988044e-02	3.406512548053075573e-02	9.200396072837500883e-02
